points,name,challenge
300,VN.Flexible,"{'challenge_name': ['Math Test', 'Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Misc', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T03:18:53.315112Z', '2025-01-11T09:58:43.518093Z', '2025-01-11T09:25:51.712582Z']}"
300,xsociety,"{'challenge_name': ['Racing', 'Surgery', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T05:24:43.072605Z', '2025-01-11T11:14:45.614808Z', '2025-01-11T00:28:09.640162Z']}"
300,sant268-solo,"{'challenge_name': ['Baby Pwn', 'Math Test', 'Sanity Check'], 'challenge_category': ['Pwn', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T05:29:34.358755Z', '2025-01-11T10:53:26.462341Z', '2025-01-11T03:23:30.311256Z']}"
300,;-;,"{'challenge_name': ['Baby Pwn', 'Math Test', 'Scavenger Hunt'], 'challenge_category': ['Pwn', 'Misc', 'Web'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T06:06:36.334834Z', '2025-01-12T05:52:10.261721Z', '2025-01-12T05:38:18.291950Z']}"
300,ThisSide,"{'challenge_name': ['Sanity Check', 'Racing', 'Surgery'], 'challenge_category': ['Misc', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T08:47:43.279658Z', '2025-01-12T08:43:38.163306Z', '2025-01-12T08:14:48.745120Z']}"
300,solup,"{'challenge_name': ['Scavenger Hunt', 'Math Test', 'Sanity Check'], 'challenge_category': ['Web', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T09:37:10.289414Z', '2025-01-11T09:31:37.297286Z', '2025-01-11T06:47:44.548819Z']}"
300,Sherlock Eyes,"{'challenge_name': ['Scavenger Hunt', 'Surgery', 'Sanity Check'], 'challenge_category': ['Web', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T11:07:33.136820Z', '2025-01-11T17:27:05.542438Z', '2025-01-11T14:16:32.871589Z']}"
300,5unkn0wn,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn', 'Scavenger Hunt'], 'challenge_category': ['Pwn', 'Pwn', 'Web'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T11:14:40.884984Z', '2025-01-12T11:01:30.500514Z', '2025-01-12T10:35:21.718878Z']}"
300,4ryu,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Pwn', 'Pwn', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T14:01:39.854582Z', '2025-01-12T12:23:20.522475Z', '2025-01-12T11:55:31.031437Z']}"
300,ISFCR PESU,"{'challenge_name': ['Scavenger Hunt', 'Math Test', 'Sanity Check'], 'challenge_category': ['Web', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T14:07:47.867483Z', '2025-01-12T13:10:28.531627Z', '2025-01-12T12:55:16.791225Z']}"
300,flag fortress 2,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn', 'Scavenger Hunt'], 'challenge_category': ['Pwn', 'Pwn', 'Web'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T14:15:04.555695Z', '2025-01-12T13:46:08.512715Z', '2025-01-11T15:16:48.489771Z']}"
300,t_h_,"{'challenge_name': ['Math Test', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Misc', 'Pwn', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T14:16:03.768015Z', '2025-01-12T12:15:35.161347Z', '2025-01-11T13:07:34.675459Z']}"
300,0xSabbath,"{'challenge_name': ['Scavenger Hunt', 'Math Test', 'Sanity Check'], 'challenge_category': ['Web', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T14:24:45.786280Z', '2025-01-11T02:20:59.161094Z', '2025-01-11T00:04:38.962270Z']}"
300,5.50pm,"{'challenge_name': ['Funny Cipher', 'Surgery', 'Scavenger Hunt'], 'challenge_category': ['Crypto', 'Misc', 'Web'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T14:40:25.415505Z', '2025-01-12T14:19:36.735717Z', '2025-01-11T13:28:53.361032Z']}"
300,F14gg3r5,"{'challenge_name': ['Sanity Check', 'Baby Pwn', 'Scavenger Hunt'], 'challenge_category': ['Misc', 'Pwn', 'Web'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T14:46:14.083842Z', '2025-01-12T11:36:42.957540Z', '2025-01-12T10:04:42.935018Z']}"
300,wayphone,"{'challenge_name': ['Baby Pwn', 'Sanity Check', 'Math Test'], 'challenge_category': ['Pwn', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T16:02:39.055298Z', '2025-01-12T14:10:00.702884Z', '2025-01-12T13:51:02.209293Z']}"
300,siark,"{'challenge_name': ['Funny Cipher', 'Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Crypto', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T16:08:02.021037Z', '2025-01-12T07:07:00.791530Z', '2025-01-11T02:07:43.463268Z']}"
300,0xy4c1n3,"{'challenge_name': ['Funny Cipher', 'Sanity Check', 'Surgery'], 'challenge_category': ['Crypto', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T16:47:28.795472Z', '2025-01-12T00:17:20.190858Z', '2025-01-12T00:11:18.033401Z']}"
300,777,"{'challenge_name': ['Scavenger Hunt', 'Math Test', 'Surgery'], 'challenge_category': ['Web', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T17:24:44.867860Z', '2025-01-12T17:01:15.070678Z', '2025-01-12T16:08:30.561947Z']}"
300,failingprovince,"{'challenge_name': ['Sanity Check', 'Funny Cipher', 'Scavenger Hunt'], 'challenge_category': ['Misc', 'Crypto', 'Web'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T18:26:54.298306Z', '2025-01-12T17:04:07.703421Z', '2025-01-12T11:46:03.311916Z']}"
300,nobody,"{'challenge_name': ['Math Test', 'Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Misc', 'Pwn', 'Pwn'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T19:32:25.424832Z', '2025-01-11T16:56:01.699491Z', '2025-01-11T11:47:52.901824Z']}"
300,ezting,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn', 'Math Test'], 'challenge_category': ['Pwn', 'Pwn', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T20:07:44.045331Z', '2025-01-12T12:53:35.540569Z', '2025-01-11T13:08:59.898828Z']}"
300,hn03,"{'challenge_name': ['Math Test', 'Baby Pwn', 'Sanity Check'], 'challenge_category': ['Misc', 'Pwn', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T20:31:23.326123Z', '2025-01-11T05:52:10.326676Z', '2025-01-11T00:18:10.091082Z']}"
300,skulobasket,"{'challenge_name': ['Funny Cipher', 'Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Crypto', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T21:02:21.149894Z', '2025-01-11T21:28:52.188081Z', '2025-01-11T20:38:49.490477Z']}"
300,ineedgf,"{'challenge_name': ['Sanity Check', 'Racing', 'Scavenger Hunt'], 'challenge_category': ['Misc', 'Misc', 'Web'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T21:10:26.932778Z', '2025-01-12T20:35:45.821191Z', '2025-01-12T19:22:12.806702Z']}"
300,DC Cyberwarriors,"{'challenge_name': ['Baby Pwn', 'Surgery', 'Sanity Check'], 'challenge_category': ['Pwn', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T21:31:37.952670Z', '2025-01-11T08:39:30.277733Z', '2025-01-11T00:04:11.185990Z']}"
300,chxollie,"{'challenge_name': ['Scavenger Hunt', 'Math Test', 'Sanity Check'], 'challenge_category': ['Web', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T23:05:43.573987Z', '2025-01-12T06:06:32.864367Z', '2025-01-11T00:14:22.199619Z']}"
300,firewallerz,"{'challenge_name': ['Surgery', 'Sanity Check', 'Math Test'], 'challenge_category': ['Misc', 'Misc', 'Misc'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2025-01-12T23:41:28.747727Z', '2025-01-12T23:22:06.981014Z', '2025-01-12T18:37:17.774499Z']}"
255,FLAGS,"{'challenge_name': ['Racing 2', 'Racing'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['155', '100'], 'solve_time': ['2025-01-11T22:34:31.454211Z', '2025-01-11T19:29:29.782954Z']}"
244,WeAre,"{'challenge_name': ['Highly Optimized'], 'challenge_category': ['Rev'], 'challenge_points': ['244'], 'solve_time': ['2025-01-11T01:31:44.222063Z']}"
244,Lonely_Flooc,"{'challenge_name': ['Highly Optimized'], 'challenge_category': ['Rev'], 'challenge_points': ['244'], 'solve_time': ['2025-01-11T13:13:01.296492Z']}"
244,INVALID_TEAM,"{'challenge_name': ['Highly Optimized'], 'challenge_category': ['Rev'], 'challenge_points': ['244'], 'solve_time': ['2025-01-11T15:53:02.479482Z']}"
244,Hidden,"{'challenge_name': ['Highly Optimized'], 'challenge_category': ['Rev'], 'challenge_points': ['244'], 'solve_time': ['2025-01-11T18:46:55.508995Z']}"
244,mojashi,"{'challenge_name': ['Highly Optimized'], 'challenge_category': ['Rev'], 'challenge_points': ['244'], 'solve_time': ['2025-01-12T07:10:49.332686Z']}"
244,monospace,"{'challenge_name': ['Highly Optimized'], 'challenge_category': ['Rev'], 'challenge_points': ['244'], 'solve_time': ['2025-01-12T23:18:42.070687Z']}"
218,the1and0nly,"{'challenge_name': ['Decrypt Me'], 'challenge_category': ['Forensics'], 'challenge_points': ['218'], 'solve_time': ['2025-01-11T07:52:42.607797Z']}"
200,team ariadne,"{'challenge_name': ['Surgery', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T00:13:14.537343Z', '2025-01-11T00:04:34.850936Z']}"
200,thorn,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T00:32:41.665839Z', '2025-01-11T00:22:24.502964Z']}"
200,Eororoodorod,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T00:46:51.451788Z', '2025-01-11T00:04:41.987660Z']}"
200,Hackerman,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T00:51:35.900199Z', '2025-01-11T00:06:42.983348Z']}"
200,Los lic's,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T00:56:56.522423Z', '2025-01-11T00:22:35.347919Z']}"
200,asdfasdfasdf,"{'challenge_name': ['Sanity Check', 'Baby Pwn'], 'challenge_category': ['Misc', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T01:06:31.071161Z', '2025-01-11T01:02:26.261735Z']}"
200,Mallory,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T01:06:50.126752Z', '2025-01-11T00:59:25.964726Z']}"
200,EvilCorp,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T01:40:52.225709Z', '2025-01-11T00:44:43.137514Z']}"
200,TrojanHorses,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T01:41:22.634272Z', '2025-01-11T00:26:55.813681Z']}"
200,0xf1sh,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T02:04:25.441342Z', '2025-01-11T01:55:55.569386Z']}"
200,TartineSec,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T02:32:44.973015Z', '2025-01-11T01:04:02.135496Z']}"
200,LIENKA,"{'challenge_name': ['Baby Pwn', 'Sanity Check'], 'challenge_category': ['Pwn', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T02:37:10.574107Z', '2025-01-11T02:15:15.226515Z']}"
200,flora,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T02:40:18.322975Z', '2025-01-11T02:28:45.659229Z']}"
200,ceylan,"{'challenge_name': ['Surgery', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T02:41:23.658304Z', '2025-01-11T02:34:26.046563Z']}"
200,c0raline,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T02:45:56.133790Z', '2025-01-11T02:21:31.894958Z']}"
200,carbonara,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T02:46:55.882620Z', '2025-01-11T01:35:07.206337Z']}"
200,DPB,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T02:51:10.617823Z', '2025-01-11T00:03:59.604192Z']}"
200,BayStreetBullies,"{'challenge_name': ['Surgery', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T02:53:26.517283Z', '2025-01-11T00:18:33.672180Z']}"
200,Moo Ping,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T02:57:27.289556Z', '2025-01-11T00:44:36.372440Z']}"
200,hunters,"{'challenge_name': ['Sanity Check', 'Scavenger Hunt'], 'challenge_category': ['Misc', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T03:22:36.112803Z', '2025-01-11T01:52:31.107288Z']}"
200,kimchi mat it u yo,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T03:25:55.329518Z', '2025-01-11T03:16:17.965080Z']}"
200,idiot squad,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T03:26:47.638630Z', '2025-01-11T00:08:50.607307Z']}"
200,Ananas-Seegurke,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T03:31:30.434768Z', '2025-01-11T03:08:15.604146Z']}"
200,Unit51,"{'challenge_name': ['Surgery', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T03:32:48.200529Z', '2025-01-11T00:38:45.597734Z']}"
200,qwerty,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T03:34:47.482317Z', '2025-01-11T03:17:11.672049Z']}"
200,SeaMonsters,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T03:36:03.214103Z', '2025-01-11T01:01:15.281531Z']}"
200,Sadia Arabia,"{'challenge_name': ['Sanity Check', 'Baby Pwn'], 'challenge_category': ['Misc', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T03:42:19.748751Z', '2025-01-11T01:48:17.764616Z']}"
200,YN's,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T04:16:41.667838Z', '2025-01-11T03:50:56.441925Z']}"
200,The Meow Meows,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T04:23:37.330806Z', '2025-01-11T03:32:58.886088Z']}"
200,jimenavillanueva,"{'challenge_name': ['Baby Pwn', 'Sanity Check'], 'challenge_category': ['Pwn', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T04:26:16.031854Z', '2025-01-11T03:22:09.748624Z']}"
200,ultradiyow,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T04:29:23.356990Z', '2025-01-11T04:04:02.486392Z']}"
200,Clownsfr,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T04:36:44.188393Z', '2025-01-11T03:37:50.553388Z']}"
200,Cool:4o4,"{'challenge_name': ['Funny Cipher', 'Sanity Check'], 'challenge_category': ['Crypto', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T04:39:41.311669Z', '2025-01-11T03:57:31.942472Z']}"
200,Whiplash,"{'challenge_name': ['Baby Pwn', 'Sanity Check'], 'challenge_category': ['Pwn', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T04:50:22.313741Z', '2025-01-11T03:12:59.944259Z']}"
200,Apocalypse,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T05:03:47.005102Z', '2025-01-11T04:06:39.478175Z']}"
200,ZzzZzz,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T05:13:36.440889Z', '2025-01-11T00:04:21.978086Z']}"
200,SoulHunters,"{'challenge_name': ['Surgery', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T05:14:58.708313Z', '2025-01-11T04:56:31.850204Z']}"
200,poprer656sad,"{'challenge_name': ['Sanity Check', 'Math Test'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T05:37:59.849975Z', '2025-01-11T05:36:34.127288Z']}"
200,aviral,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T06:22:51.224921Z', '2025-01-11T06:16:38.530685Z']}"
200,aria,"{'challenge_name': ['Racing', 'Math Test'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T06:28:45.762090Z', '2025-01-11T03:06:28.146569Z']}"
200,First Try,"{'challenge_name': ['Sanity Check', 'Math Test'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T06:46:20.731024Z', '2025-01-11T06:43:49.976297Z']}"
200,Lunar_r3d,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T06:47:16.780480Z', '2025-01-11T06:41:37.658758Z']}"
200,hellew,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T07:13:13.326341Z', '2025-01-11T06:18:39.407635Z']}"
200,mmmmmmmmmmmmmmmmmm,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T07:27:56.691110Z', '2025-01-11T07:10:05.046448Z']}"
200,LowElos,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T07:31:31.204341Z', '2025-01-11T02:56:08.267961Z']}"
200,Tech Tribe,"{'challenge_name': ['Scavenger Hunt', 'Sanity Check'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T07:43:10.373293Z', '2025-01-11T04:14:41.678136Z']}"
200,zgr_fun,"{'challenge_name': ['Racing', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T07:58:27.388564Z', '2025-01-11T06:49:59.762333Z']}"
200,C0l1n3 du Cr4ck,"{'challenge_name': ['Baby Pwn', 'Sanity Check'], 'challenge_category': ['Pwn', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T08:23:13.454437Z', '2025-01-11T07:59:29.246966Z']}"
200,lØ1d,"{'challenge_name': ['Funny Cipher', 'Sanity Check'], 'challenge_category': ['Crypto', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T08:42:51.468129Z', '2025-01-11T08:30:55.500381Z']}"
200,NoobsOnly,"{'challenge_name': ['Sanity Check', 'Baby Pwn'], 'challenge_category': ['Misc', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T09:03:08.037749Z', '2025-01-11T08:05:44.783835Z']}"
200,ACS Citizens,"{'challenge_name': ['Prismatic Blogs', 'Scavenger Hunt'], 'challenge_category': ['Web', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T09:36:28.675871Z', '2025-01-11T05:09:52.020393Z']}"
200,thierryb,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T09:38:27.782390Z', '2025-01-11T00:41:08.254449Z']}"
200,FL4M3,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T09:48:27.828764Z', '2025-01-11T09:31:04.441492Z']}"
200,/etc/CTF,"{'challenge_name': ['Sanity Check', 'Baby Pwn'], 'challenge_category': ['Misc', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T10:46:37.571876Z', '2025-01-11T10:45:21.819576Z']}"
200,Ronald McDonald Cyber Security,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T11:35:04.559412Z', '2025-01-11T10:55:09.672145Z']}"
200,maddyman,"{'challenge_name': ['Math Test', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T11:47:04.395884Z', '2025-01-11T04:01:44.209418Z']}"
200,Enigma,"{'challenge_name': ['Sanity Check', 'Surgery'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T11:58:28.786027Z', '2025-01-11T10:53:43.910262Z']}"
200,Slower,"{'challenge_name': ['Surgery', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T12:00:24.190139Z', '2025-01-11T10:19:32.942305Z']}"
200,desertfox,"{'challenge_name': ['Sanity Check', 'Scavenger Hunt'], 'challenge_category': ['Misc', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T12:22:32.126978Z', '2025-01-11T12:10:01.424312Z']}"
200,Nepaletka,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T12:36:16.851998Z', '2025-01-11T09:36:34.555308Z']}"
200,fzhshzh,"{'challenge_name': ['POOF', 'Scavenger Hunt'], 'challenge_category': ['Forensics', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T12:40:57.982276Z', '2025-01-11T06:38:40.926373Z']}"
200,Pink Pwny Club,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T12:56:27.209551Z', '2025-01-11T12:20:50.216237Z']}"
200,zzzzz,"{'challenge_name': ['Scavenger Hunt', 'Baby Pwn'], 'challenge_category': ['Web', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T13:17:28.031806Z', '2025-01-11T09:41:26.074007Z']}"
200,Visitor,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T13:25:24.423417Z', '2025-01-11T01:11:57.685302Z']}"
200,Tamim83,"{'challenge_name': ['Surgery', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T13:27:22.391597Z', '2025-01-11T12:47:46.883105Z']}"
200,Cla55N0tF0und,"{'challenge_name': ['Surgery', 'Sanity Check'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T13:38:20.180587Z', '2025-01-11T05:55:29.133107Z']}"
200,5p0r7,"{'challenge_name': ['Sanity Check', 'Math Test'], 'challenge_category': ['Misc', 'Misc'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T13:41:04.332352Z', '2025-01-11T13:34:12.440903Z']}"
200,C0LLARB0N3,"{'challenge_name': ['Sanity Check', 'Funny Cipher'], 'challenge_category': ['Misc', 'Crypto'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T14:08:03.149591Z', '2025-01-11T13:37:03.100571Z']}"
200,5unsetpowerln,"{'challenge_name': ['Baby Pwn 2', 'Baby Pwn'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T14:12:26.728230Z', '2025-01-11T13:50:32.329634Z']}"
200,tim,"{'challenge_name': ['Sanity Check', 'Baby Pwn'], 'challenge_category': ['Misc', 'Pwn'], 'challenge_points': ['100', '100'], 'solve_time': ['2025-01-11T14:20:55.935091Z', '2025-01-11T13:38:44.695289Z']}"
