,points,name,challenge
75,350,NoName404,"{'challenge_name': ['X Éc Éc', 'Sparks', 'Another one', 'Welcome'], 'challenge_category': ['Web', 'Osint', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-26T16:39:31.256812Z', '2024-10-26T15:29:45.141186Z', '2024-10-26T15:14:46.102914Z', '2024-10-26T02:07:25.252332Z']}"
76,350,PTITHCM_Un4uth0r1z3d,"{'challenge_name': ['X Éc Éc', 'Another one', 'Sparks', 'Welcome'], 'challenge_category': ['Web', 'Web', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-26T17:06:22.411731Z', '2024-10-26T15:22:27.080921Z', '2024-10-26T11:47:10.653694Z', '2024-10-26T02:08:50.175208Z']}"
77,350,MoChonTinhYeu,"{'challenge_name': ['Sparks', 'Corrupted Hard Drive', 'Another one', 'Welcome'], 'challenge_category': ['Osint', 'Forensics', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-26T18:47:49.849331Z', '2024-10-26T18:36:15.253458Z', '2024-10-26T18:20:24.579297Z', '2024-10-26T02:28:09.026205Z']}"
78,350,3r0th3r CC,"{'challenge_name': ['X Éc Éc', 'Another one', 're01', 'Welcome'], 'challenge_category': ['Web', 'Web', 'Reverse Engineering', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-26T19:56:21.325077Z', '2024-10-26T09:55:37.927047Z', '2024-10-26T08:58:40.673805Z', '2024-10-26T02:07:56.349450Z']}"
79,350,ma100,"{'challenge_name': ['CPUsage', 'Sparks', 'Welcome', 'Another one'], 'challenge_category': ['Forensics', 'Osint', 'Misc', 'Web'], 'challenge_points': ['100', '100', '50', '100'], 'solve_time': ['2024-10-26T23:26:29.902322Z', '2024-10-26T12:51:15.370753Z', '2024-10-26T10:41:32.955706Z', '2024-10-26T10:35:56.880172Z']}"
80,350,BlitzHack,"{'challenge_name': ['Home sweet home', 'Another one', 'Corrupted Hard Drive', 'Welcome'], 'challenge_category': ['Osint', 'Web', 'Forensics', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-27T01:13:36.824543Z', '2024-10-26T19:23:48.482819Z', '2024-10-26T07:36:28.819551Z', '2024-10-26T02:05:26.290068Z']}"
81,350,Equivalent XCHG,"{'challenge_name': ['no_name', 'shellcode 2', 'Game of Luck', 'Welcome'], 'challenge_category': ['PWN', 'PWN', 'PWN', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-27T02:47:35.130317Z', '2024-10-26T22:37:52.890133Z', '2024-10-26T22:00:31.107272Z', '2024-10-26T18:07:12.826280Z']}"
82,350,"UCC[""18B HQV""]","{'challenge_name': ['Home sweet home', 'Sparks', 'Corrupted Hard Drive', 'Welcome'], 'challenge_category': ['Osint', 'Osint', 'Forensics', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-27T03:25:14.302183Z', '2024-10-26T11:29:12.976412Z', '2024-10-26T10:28:51.667162Z', '2024-10-26T02:06:48.906403Z']}"
83,350,m0rd0r,"{'challenge_name': ['Game of Luck', 'shellcode 2', 'shellcode 1', 'Welcome'], 'challenge_category': ['PWN', 'PWN', 'PWN', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-27T04:02:12.543158Z', '2024-10-26T15:00:39.055987Z', '2024-10-26T10:21:51.722173Z', '2024-10-26T03:42:29.064274Z']}"
84,350,ZeroD4yZ,"{'challenge_name': ['Another one', 'shellcode 2', 'X Éc Éc', 'Welcome'], 'challenge_category': ['Web', 'PWN', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-27T04:08:28.754799Z', '2024-10-26T13:05:12.715010Z', '2024-10-26T09:13:18.061862Z', '2024-10-26T02:05:36.828582Z']}"
85,350,CyberCh1ck,"{'challenge_name': ['Home sweet home', 'CPUsage', 'Corrupted Hard Drive', 'Welcome'], 'challenge_category': ['Osint', 'Forensics', 'Forensics', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-27T07:20:24.648241Z', '2024-10-27T07:19:54.698532Z', '2024-10-26T09:59:39.586725Z', '2024-10-26T03:23:59.126538Z']}"
86,350,traP,"{'challenge_name': ['CPUsage', 'Another one', 'Sparks', 'Welcome'], 'challenge_category': ['Forensics', 'Web', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-27T08:04:49.278524Z', '2024-10-27T03:36:19.486164Z', '2024-10-26T13:13:24.564423Z', '2024-10-26T02:47:13.963072Z']}"
87,350,NuttyShell,"{'challenge_name': ['Home sweet home', 'Sparks', 'Another one', 'Welcome'], 'challenge_category': ['Osint', 'Osint', 'Web', 'Misc'], 'challenge_points': ['100', '100', '100', '50'], 'solve_time': ['2024-10-27T09:38:23.488308Z', '2024-10-26T11:55:07.073573Z', '2024-10-26T08:11:17.445365Z', '2024-10-26T02:04:40.127023Z']}"
88,300,16j,"{'challenge_name': ['Game of Luck', 'shellcode 2', 'shellcode 1'], 'challenge_category': ['PWN', 'PWN', 'PWN'], 'challenge_points': ['100', '100', '100'], 'solve_time': ['2024-10-27T07:48:52.905708Z', '2024-10-26T05:07:16.696410Z', '2024-10-26T03:50:20.611445Z']}"
89,250,CyKor,"{'challenge_name': ['shellcode 2', 'shellcode 1', 'Welcome'], 'challenge_category': ['PWN', 'PWN', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T06:01:13.571225Z', '2024-10-26T02:36:21.983087Z', '2024-10-26T02:12:49.234533Z']}"
90,250,wgpsec,"{'challenge_name': ['Welcome', 'shellcode 2', 'shellcode 1'], 'challenge_category': ['Misc', 'PWN', 'PWN'], 'challenge_points': ['50', '100', '100'], 'solve_time': ['2024-10-26T07:42:16.196393Z', '2024-10-26T06:50:51.269231Z', '2024-10-26T06:24:55.230703Z']}"
91,250,HyperSpectrum,"{'challenge_name': ['shellcode 1', 'shellcode 2', 'Welcome'], 'challenge_category': ['PWN', 'PWN', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T08:43:04.215432Z', '2024-10-26T08:10:49.143848Z', '2024-10-26T02:11:10.074248Z']}"
92,250,ItTak3sTw0,"{'challenge_name': ['Sparks', 're01', 'Welcome'], 'challenge_category': ['Osint', 'Reverse Engineering', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T11:21:23.500548Z', '2024-10-26T02:37:30.809941Z', '2024-10-26T02:05:12.823083Z']}"
93,250,as a kusa,"{'challenge_name': ['Another one', 'Welcome', 'X Éc Éc'], 'challenge_category': ['Web', 'Misc', 'Web'], 'challenge_points': ['100', '50', '100'], 'solve_time': ['2024-10-26T11:43:58.612039Z', '2024-10-26T09:07:52.931374Z', '2024-10-26T06:48:19.172987Z']}"
94,250,ZK cha,"{'challenge_name': ['ShareMixer2', 'ShareMixer1', 'Welcome'], 'challenge_category': ['Cryptography', 'Cryptography', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T11:44:21.066061Z', '2024-10-26T10:49:59.838452Z', '2024-10-26T05:52:57.777413Z']}"
95,250,NSS,"{'challenge_name': ['shellcode 1', 'Another one', 'Welcome'], 'challenge_category': ['PWN', 'Web', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T11:55:14.687639Z', '2024-10-26T09:18:01.134666Z', '2024-10-26T03:33:55.474622Z']}"
96,250,HCMUTE_ISC,"{'challenge_name': ['Sparks', 're01', 'Welcome'], 'challenge_category': ['Osint', 'Reverse Engineering', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T13:48:10.665872Z', '2024-10-26T08:27:56.598447Z', '2024-10-26T03:10:13.726539Z']}"
97,250,seck19,"{'challenge_name': ['Another one', 'X Éc Éc', 'Welcome'], 'challenge_category': ['Web', 'Web', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T13:53:27.044332Z', '2024-10-26T10:04:02.176017Z', '2024-10-26T06:40:18.962862Z']}"
98,250,VSL.Xp10r3rs,"{'challenge_name': ['Another one', 'Sparks', 'Welcome'], 'challenge_category': ['Web', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T14:18:45.396082Z', '2024-10-26T12:17:50.590115Z', '2024-10-26T02:06:27.288153Z']}"
99,250,عاهات البعث,"{'challenge_name': ['Sparks', 'Another one', 'Welcome'], 'challenge_category': ['Osint', 'Web', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T16:06:00.856313Z', '2024-10-26T14:50:47.641855Z', '2024-10-26T06:24:55.690016Z']}"
100,250,TheOddsAreLow,"{'challenge_name': ['Sparks', 'Another one', 'Welcome'], 'challenge_category': ['Osint', 'Web', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T16:07:38.555787Z', '2024-10-26T15:45:49.586603Z', '2024-10-26T10:03:17.860730Z']}"
101,250,VSL,"{'challenge_name': ['Sparks', 'Another one', 'Welcome'], 'challenge_category': ['Osint', 'Web', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T16:12:58.533586Z', '2024-10-26T07:37:11.198331Z', '2024-10-26T02:27:43.202016Z']}"
102,250,Cybersec N00b3rs,"{'challenge_name': ['Another one', 'Sparks', 'Welcome'], 'challenge_category': ['Web', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T16:55:53.413577Z', '2024-10-26T16:04:51.530852Z', '2024-10-26T02:41:57.478552Z']}"
103,250,xqzmipls_twenty5,"{'challenge_name': ['Another one', 'Sparks', 'Welcome'], 'challenge_category': ['Web', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T16:57:16.451178Z', '2024-10-26T13:44:02.163555Z', '2024-10-26T09:47:12.051078Z']}"
104,250,....,"{'challenge_name': ['Sparks', 'Another one', 'Welcome'], 'challenge_category': ['Osint', 'Web', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T17:19:31.743381Z', '2024-10-26T13:10:45.465639Z', '2024-10-26T02:15:05.725370Z']}"
105,250,Ethical Hackers Club,"{'challenge_name': ['Another one', 'Sparks', 'Welcome'], 'challenge_category': ['Web', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T17:44:58.021008Z', '2024-10-26T16:43:59.908830Z', '2024-10-26T12:27:47.042715Z']}"
106,250,BKDN_SSW,"{'challenge_name': ['Another one', 'Sparks', 'Welcome'], 'challenge_category': ['Web', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T18:16:31.103393Z', '2024-10-26T15:38:06.639875Z', '2024-10-26T02:13:32.763407Z']}"
107,250,Frozen Flags,"{'challenge_name': ['Sparks', 'Another one', 'Welcome'], 'challenge_category': ['Osint', 'Web', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T18:19:38.841619Z', '2024-10-26T17:50:03.627639Z', '2024-10-26T15:10:58.456528Z']}"
108,250,HTBL,"{'challenge_name': ['Another one', 'Sparks', 'Welcome'], 'challenge_category': ['Web', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T18:24:57.893703Z', '2024-10-26T11:56:57.430372Z', '2024-10-26T02:07:17.666346Z']}"
109,250,ZeroDay,"{'challenge_name': ['Another one', 'Sparks', 'Welcome'], 'challenge_category': ['Web', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-26T18:49:09.549412Z', '2024-10-26T14:21:46.394010Z', '2024-10-26T02:25:27.874716Z']}"
110,250,TAS.banhmicay,"{'challenge_name': ['Home sweet home', 'Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-27T02:01:17.602079Z', '2024-10-26T14:03:28.939177Z', '2024-10-26T02:43:46.332215Z']}"
111,250,Asunto Interno,"{'challenge_name': ['Home sweet home', 'Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-27T04:22:06.271200Z', '2024-10-26T17:50:16.062205Z', '2024-10-26T02:05:23.890900Z']}"
112,250,bluecyber,"{'challenge_name': ['re01', 'Another one', 'Welcome'], 'challenge_category': ['Reverse Engineering', 'Web', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-27T05:19:29.834228Z', '2024-10-26T09:10:29.004719Z', '2024-10-26T02:14:59.805107Z']}"
113,250,VN2667,"{'challenge_name': ['Home sweet home', 'Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-27T06:14:37.215558Z', '2024-10-27T05:21:52.978079Z', '2024-10-26T02:17:35.365721Z']}"
114,250,ins0m1a_Øwls,"{'challenge_name': ['Home sweet home', 'Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-27T08:04:06.172791Z', '2024-10-26T11:30:42.570897Z', '2024-10-26T02:43:59.860550Z']}"
115,250,CyberCellVIIT,"{'challenge_name': ['Home sweet home', 'Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-27T09:21:51.870092Z', '2024-10-27T05:10:22.163900Z', '2024-10-26T02:24:17.784377Z']}"
116,250,abcd,"{'challenge_name': ['Sparks', 'X Éc Éc', 'Welcome'], 'challenge_category': ['Osint', 'Web', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-27T09:33:02.609151Z', '2024-10-26T18:29:52.426413Z', '2024-10-26T02:34:30.423163Z']}"
117,250,C4n't_f@i1_k0mputer+4rchit3c7urE,"{'challenge_name': ['Home sweet home', 'Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Osint', 'Misc'], 'challenge_points': ['100', '100', '50'], 'solve_time': ['2024-10-27T09:33:37.063478Z', '2024-10-26T21:32:15.863034Z', '2024-10-26T02:09:55.015726Z']}"
118,200,nothing,"{'challenge_name': ['Another one', 'X Éc Éc'], 'challenge_category': ['Web', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2024-10-26T07:55:13.566229Z', '2024-10-26T07:54:38.396280Z']}"
119,200,Cybernetic,"{'challenge_name': ['Sparks', 'Another one'], 'challenge_category': ['Osint', 'Web'], 'challenge_points': ['100', '100'], 'solve_time': ['2024-10-26T12:09:53.039135Z', '2024-10-26T09:06:44.588438Z']}"
120,200,CyField,"{'challenge_name': ['Another one', 'Corrupted Hard Drive'], 'challenge_category': ['Web', 'Forensics'], 'challenge_points': ['100', '100'], 'solve_time': ['2024-10-26T17:21:59.220601Z', '2024-10-26T05:44:31.672400Z']}"
121,200,Căn Cước Nhân Dân,"{'challenge_name': ['CPUsage', 'Corrupted Hard Drive'], 'challenge_category': ['Forensics', 'Forensics'], 'challenge_points': ['100', '100'], 'solve_time': ['2024-10-26T22:09:02.211567Z', '2024-10-26T07:04:55.747563Z']}"
122,200,X,"{'challenge_name': ['Home sweet home', 'Sparks'], 'challenge_category': ['Osint', 'Osint'], 'challenge_points': ['100', '100'], 'solve_time': ['2024-10-27T03:59:53.081722Z', '2024-10-26T17:41:08.096296Z']}"
123,150,Caballo,"{'challenge_name': ['Welcome', 'X Éc Éc'], 'challenge_category': ['Misc', 'Web'], 'challenge_points': ['50', '100'], 'solve_time': ['2024-10-26T05:43:27.123097Z', '2024-10-26T04:53:53.395182Z']}"
124,150,BKDN_n3wb13,"{'challenge_name': ['ShareMixer1', 'Welcome'], 'challenge_category': ['Cryptography', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T09:45:32.662364Z', '2024-10-26T02:05:36.077782Z']}"
125,150,Lonely Flooc,"{'challenge_name': ['re01', 'Welcome'], 'challenge_category': ['Reverse Engineering', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T11:23:42.681062Z', '2024-10-26T10:38:15.175096Z']}"
126,150,TheMusketeers,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T11:51:22.016884Z', '2024-10-26T02:15:33.183818Z']}"
127,150,Moodeng,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T12:02:37.023287Z', '2024-10-26T10:58:08.305172Z']}"
128,150,TAM1,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T12:07:35.888275Z', '2024-10-26T02:05:15.374955Z']}"
129,150,Glory Glory FPTU,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T12:32:31.921086Z', '2024-10-26T02:17:20.224386Z']}"
130,150,encuetee,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T12:46:03.243845Z', '2024-10-26T02:08:58.292328Z']}"
131,150,salad_var,"{'challenge_name': ['Another one', 'Welcome'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T12:47:11.769279Z', '2024-10-26T04:04:58.848967Z']}"
132,150,whales,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T12:50:21.315171Z', '2024-10-26T02:13:34.511541Z']}"
133,150,ILMFW03,"{'challenge_name': ['Welcome', 'Sparks'], 'challenge_category': ['Misc', 'Osint'], 'challenge_points': ['50', '100'], 'solve_time': ['2024-10-26T12:53:46.500620Z', '2024-10-26T12:38:09.260650Z']}"
134,150,1ntrud3rs,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T12:55:03.537337Z', '2024-10-26T02:53:34.994481Z']}"
135,150,Tnhh2tv,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T12:56:51.882833Z', '2024-10-26T04:21:55.867665Z']}"
136,150,bro,"{'challenge_name': ['Welcome', 'Sparks'], 'challenge_category': ['Misc', 'Osint'], 'challenge_points': ['50', '100'], 'solve_time': ['2024-10-26T13:31:24.345698Z', '2024-10-26T11:33:19.361434Z']}"
137,150,GrayHercules,"{'challenge_name': ['Welcome', 'Corrupted Hard Drive'], 'challenge_category': ['Misc', 'Forensics'], 'challenge_points': ['50', '100'], 'solve_time': ['2024-10-26T13:57:00.005193Z', '2024-10-26T13:53:12.204308Z']}"
138,150,Execut3,"{'challenge_name': ['Welcome', 'Another one'], 'challenge_category': ['Misc', 'Web'], 'challenge_points': ['50', '100'], 'solve_time': ['2024-10-26T14:08:15.766397Z', '2024-10-26T14:05:40.736160Z']}"
139,150,SafeCat,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T14:23:31.176545Z', '2024-10-26T02:06:39.167689Z']}"
140,150,Invisible,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T14:46:39.482302Z', '2024-10-26T03:29:18.686667Z']}"
141,150,xforce,"{'challenge_name': ['Another one', 'Welcome'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T15:20:53.660299Z', '2024-10-26T02:45:36.873164Z']}"
142,150,Aw4k3n,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T15:36:02.364735Z', '2024-10-26T02:04:56.695429Z']}"
143,150,wekkend,"{'challenge_name': ['Welcome', 'Sparks'], 'challenge_category': ['Misc', 'Osint'], 'challenge_points': ['50', '100'], 'solve_time': ['2024-10-26T15:36:36.151011Z', '2024-10-26T15:25:29.648266Z']}"
144,150,Oldteam,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T15:48:10.227892Z', '2024-10-26T10:21:57.570166Z']}"
145,150,Saimuram,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T16:14:08.031141Z', '2024-10-26T02:06:05.883540Z']}"
146,150,F4LC0NS,"{'challenge_name': ['Another one', 'Welcome'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T16:25:38.235041Z', '2024-10-26T09:31:28.821906Z']}"
147,150,gam3_k1ll3rs,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T17:17:40.637978Z', '2024-10-26T02:05:12.542972Z']}"
148,150,BankarKodFörGifflar,"{'challenge_name': ['Welcome', 'Sparks'], 'challenge_category': ['Misc', 'Osint'], 'challenge_points': ['50', '100'], 'solve_time': ['2024-10-26T18:09:51.121616Z', '2024-10-26T16:27:13.104188Z']}"
149,150,HawkSec,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T19:27:52.521116Z', '2024-10-26T17:43:09.642328Z']}"
150,150,abcxyz,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T19:40:25.205567Z', '2024-10-26T02:07:11.641870Z']}"
151,150,i am Yuhell,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T19:47:43.915530Z', '2024-10-26T16:17:38.483399Z']}"
152,150,BITSkrieg,"{'challenge_name': ['CPUsage', 'Welcome'], 'challenge_category': ['Forensics', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-26T21:16:08.007033Z', '2024-10-26T20:14:58.846973Z']}"
153,150,VSL 4,"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-27T01:32:29.976092Z', '2024-10-26T02:11:49.139420Z']}"
154,150,PwnStars✨,"{'challenge_name': ['shellcode 1', 'Welcome'], 'challenge_category': ['PWN', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-27T04:35:57.844944Z', '2024-10-26T07:22:46.682270Z']}"
155,150,Vượng’s Vanguard VinUnians,"{'challenge_name': ['Welcome', 'shellcode 1'], 'challenge_category': ['Misc', 'PWN'], 'challenge_points': ['50', '100'], 'solve_time': ['2024-10-27T05:25:37.904613Z', '2024-10-27T05:23:09.090583Z']}"
156,150,~(FTW),"{'challenge_name': ['Sparks', 'Welcome'], 'challenge_category': ['Osint', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-27T06:39:01.859225Z', '2024-10-27T06:06:50.343355Z']}"
157,150,TAS.DảkSide,"{'challenge_name': ['Another one', 'Welcome'], 'challenge_category': ['Web', 'Misc'], 'challenge_points': ['100', '50'], 'solve_time': ['2024-10-27T08:37:22.255900Z', '2024-10-26T02:04:40.058762Z']}"
158,100,ARESx,"{'challenge_name': ['The Chamber of Flag'], 'challenge_category': ['Reverse Engineering'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T10:15:13.807487Z']}"
159,100,asdadad,"{'challenge_name': ['shellcode 1'], 'challenge_category': ['PWN'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T10:19:16.601025Z']}"
160,100,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"{'challenge_name': ['Another one'], 'challenge_category': ['Web'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T12:05:21.443377Z']}"
161,100,XXXX,"{'challenge_name': ['Sparks'], 'challenge_category': ['Osint'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T12:44:57.858229Z']}"
162,100,DwD,"{'challenge_name': ['Sparks'], 'challenge_category': ['Osint'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T13:53:52.238607Z']}"
163,100,Siuuuuuuu,"{'challenge_name': ['Sparks'], 'challenge_category': ['Osint'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T13:57:05.976561Z']}"
164,100,This1sFine,"{'challenge_name': ['Sparks'], 'challenge_category': ['Osint'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T15:40:56.351232Z']}"
165,100,fhnbvgy,"{'challenge_name': ['Sparks'], 'challenge_category': ['Osint'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T16:42:29.964481Z']}"
166,100,:?,"{'challenge_name': ['X Éc Éc'], 'challenge_category': ['Web'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T16:46:25.394110Z']}"
167,100,SilverOrigami,"{'challenge_name': ['Sparks'], 'challenge_category': ['Osint'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T17:15:49.860827Z']}"
168,100,k0kos,"{'challenge_name': ['Sparks'], 'challenge_category': ['Osint'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T17:30:16.525042Z']}"
169,100,omachi,"{'challenge_name': ['Sparks'], 'challenge_category': ['Osint'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T18:27:39.296722Z']}"
170,100,SP4RTAN-NA,"{'challenge_name': ['Another one'], 'challenge_category': ['Web'], 'challenge_points': ['100'], 'solve_time': ['2024-10-26T21:49:13.853948Z']}"
171,100,J4ckP0t,"{'challenge_name': ['shellcode 2'], 'challenge_category': ['PWN'], 'challenge_points': ['100'], 'solve_time': ['2024-10-27T04:48:43.358756Z']}"
172,100,sesac1,"{'challenge_name': ['Sparks'], 'challenge_category': ['Osint'], 'challenge_points': ['100'], 'solve_time': ['2024-10-27T05:07:42.904141Z']}"
173,100,dipping_source,"{'challenge_name': ['Another one'], 'challenge_category': ['Web'], 'challenge_points': ['100'], 'solve_time': ['2024-10-27T07:34:55.326148Z']}"
174,100,WeAre,"{'challenge_name': ['animal'], 'challenge_category': ['Reverse Engineering'], 'challenge_points': ['100'], 'solve_time': ['2024-10-27T08:22:11.416347Z']}"
