Position,points,name,challenge
58,1732,Sea~,"{'challenge_name': ['Relster', 'T.E.G. 1: Hide and Seek', 'Flag shop', 'Trust in my calculator', 'This will make you ANGRy', 'Echoes of Wisdom', 'Baguette Cipher', 'Debu... what?', 'Git 1: Baby', 'Designer', 'Baby rev', 'Warmup', 'Discord 1'], 'challenge_category': ['Beginner', 'Pwn', 'Misc', 'Beginner', 'Beginner', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Pwn', 'Misc'], 'challenge_points': ['100', '500', '100', '232', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T23:28:16.300555Z', '2024-11-08T23:12:40.982702Z', '2024-11-08T22:40:17.139675Z', '2024-11-08T15:37:05.087513Z', '2024-11-08T14:55:31.621862Z', '2024-11-08T14:02:06.468932Z', '2024-11-08T12:57:37.456824Z', '2024-11-08T12:44:02.926687Z', '2024-11-08T12:42:34.226112Z', '2024-11-08T11:41:22.239346Z', '2024-11-08T11:26:54.889862Z', '2024-11-08T11:05:18.213518Z']}"
59,1662,Flaggermeister,"{'challenge_name': ['cybertrinchera', 'T.E.G. 1: Hide and Seek', 'Poke 2: Can you defeat Gary?', 'Siem logger', 'Warmup', 'Trust in my calculator', 'Baby rev', 'Debu... what?', 'XOR 2: FibMODnacci', 'Baguette Cipher', 'Onion login', 'Git 1: Baby', 'Designer', 'HTTP specialist', 'Discord 1'], 'challenge_category': ['Beginner', 'Reversing', 'Web', 'Pwn', 'Misc', 'Reversing', 'Beginner', 'Crypto', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['100', '257', '205', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T13:27:23.574411Z', '2024-11-08T13:24:28.348374Z', '2024-11-08T13:03:44.787137Z', '2024-11-08T12:56:44.450674Z', '2024-11-08T12:35:39.373979Z', '2024-11-08T12:17:37.930959Z', '2024-11-08T12:15:44.376168Z', '2024-11-08T12:01:54.854631Z', '2024-11-08T11:55:18.780245Z', '2024-11-08T11:21:13.275311Z', '2024-11-08T11:12:34.128942Z', '2024-11-08T11:11:32.705647Z', '2024-11-08T11:10:04.992871Z', '2024-11-08T11:05:48.370230Z']}"
60,1655,pizza,"{'challenge_name': ['fakeaviationist', 'weatheroutsideisrizzy', '__nyaa__', 'Discord 2', 'Discord 1', 'Debu... what?', 'PGN Encryption', 'Flag shop', 'Baby rev', 'Warmup', 'Trust in my calculator', 'Git 1: Baby', 'Designer'], 'challenge_category': ['Misc', 'Misc', 'Beginner', 'Misc', 'Pwn', 'Reversing', 'Pwn', 'Misc', 'Beginner', 'Beginner'], 'challenge_points': ['162', '100', '100', '293', '500', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T16:10:52.268047Z', '2024-11-08T15:54:09.703666Z', '2024-11-08T15:51:41.328732Z', '2024-11-08T15:43:31.026732Z', '2024-11-08T14:58:06.374753Z', '2024-11-08T14:33:02.897372Z', '2024-11-08T14:28:12.809249Z', '2024-11-08T14:20:51.837432Z', '2024-11-08T14:07:46.748996Z', '2024-11-08T14:06:31.056902Z']}"
61,1632,H7Tex,"{'challenge_name': ['Abu', 'MrGhost', 'nh0kt1g3r12', 'Warmup', 'This will make you ANGRy', 'Trust in my calculator', 'Baguette Cipher', 'Onion login', 'Debu... what?', 'Poke 0: Just Want a Totodile', 'Packet Pursuit: The Forensic Odyssey', 'Baby rev', 'Echoes of Wisdom', 'T.E.G. 1: Hide and Seek', 'Discord 1', 'Designer', 'Git 1: Baby', 'HTTP specialist'], 'challenge_category': ['Pwn', 'Beginner', 'Misc', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['100', '232', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T18:01:08.241605Z', '2024-11-08T17:31:23.578499Z', '2024-11-08T16:42:13.354691Z', '2024-11-08T14:05:01.173921Z', '2024-11-08T13:29:44.097374Z', '2024-11-08T13:13:49.424786Z', '2024-11-08T12:55:51.105061Z', '2024-11-08T12:43:47.145155Z', '2024-11-08T12:27:03.743631Z', '2024-11-08T12:24:14.913205Z', '2024-11-08T12:20:58.641554Z', '2024-11-08T12:14:37.929868Z', '2024-11-08T12:04:03.661180Z', '2024-11-08T12:03:35.046690Z', '2024-11-08T11:59:32.357414Z']}"
62,1489,f4n_n3r0,"{'challenge_name': ['kywhitehat', 't4t3012', 'ntssf', 'Packet Pursuit: The Forensic Odyssey', 'Echoes of Wisdom', 'Trust in my calculator', 'Git 1: Baby', 'Warmup', 'Poke 2: Can you defeat Gary?', 'Discord 1', 'T.E.G. 1: Hide and Seek', 'This will make you ANGRy', 'Debu... what?', 'Designer', 'Baby rev'], 'challenge_category': ['Beginner', 'Beginner', 'Misc', 'Beginner', 'Pwn', 'Reversing', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Reversing'], 'challenge_points': ['100', '100', '100', '100', '100', '257', '100', '100', '232', '100', '100', '100'], 'solve_time': ['2024-11-08T16:49:37.985323Z', '2024-11-08T16:39:39.197558Z', '2024-11-08T16:13:07.709678Z', '2024-11-08T14:29:48.277151Z', '2024-11-08T13:40:01.347468Z', '2024-11-08T13:15:02.642004Z', '2024-11-08T12:44:16.741610Z', '2024-11-08T12:37:16.287037Z', '2024-11-08T12:33:26.123108Z', '2024-11-08T12:22:56.817680Z', '2024-11-08T11:54:55.891575Z', '2024-11-08T11:51:15.331148Z']}"
63,1489,3r0th3r CC,"{'challenge_name': ['3r0th3r CC', 'Packet Pursuit: The Forensic Odyssey', 'Poke 0: Just Want a Totodile', 'Trust in my calculator', 'Poke 2: Can you defeat Gary?', 'Warmup', 'This will make you ANGRy', 'Git 1: Baby', 'Debu... what?', 'Baby rev', 'Discord 1', 'HTTP specialist', 'Designer'], 'challenge_category': ['Beginner', 'Beginner', 'Misc', 'Reversing', 'Pwn', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Misc', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '100', '257', '100', '232', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T09:52:52.094957Z', '2024-11-09T09:30:52.922647Z', '2024-11-09T08:37:18.013926Z', '2024-11-09T07:41:55.670052Z', '2024-11-09T06:42:37.525628Z', '2024-11-09T05:52:38.531900Z', '2024-11-09T05:32:13.887100Z', '2024-11-09T05:31:08.040052Z', '2024-11-09T05:15:53.318116Z', '2024-11-09T05:11:55.076958Z', '2024-11-09T05:06:55.436929Z', '2024-11-09T04:57:00.338477Z']}"
64,1475,HACKTORIA,"{'challenge_name': ['c4sp3r', 'evilsun', 'Z3roo', 'gl0bal01', 'Git 2: Actions', 'Debu... what?', 'HTTP specialist', 'Trust in my calculator', 'Echoes of Wisdom', 'Onion login', 'Poke 0: Just Want a Totodile', 'Packet Pursuit: The Forensic Odyssey', 'Discord 1', 'Git 1: Baby', 'Designer', 'T.E.G. 1: Hide and Seek'], 'challenge_category': ['Misc', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['375', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T07:57:28.829866Z', '2024-11-09T06:27:47.268480Z', '2024-11-09T02:22:23.445383Z', '2024-11-09T02:19:24.541923Z', '2024-11-08T20:41:34.195671Z', '2024-11-08T20:37:38.209719Z', '2024-11-08T20:30:59.623308Z', '2024-11-08T16:58:40.806283Z', '2024-11-08T16:52:45.510789Z', '2024-11-08T16:45:39.220634Z', '2024-11-08T16:43:18.842787Z', '2024-11-08T16:07:18.218619Z']}"
65,1462,EachLove3,"{'challenge_name': ['EachLove3', 'XOR 2: FibMODnacci', 'Debu... what?', 'Discord 2', 'Read the rules', 'Baguette Cipher', 'Warmup', 'Packet Pursuit: The Forensic Odyssey', 'Poke 0: Just Want a Totodile', 'Echoes of Wisdom', 'HTTP specialist', 'Git 1: Baby', 'Baby rev', 'Designer', 'Discord 1'], 'challenge_category': ['Crypto', 'Beginner', 'Misc', 'Misc', 'Crypto', 'Pwn', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Beginner', 'Misc'], 'challenge_points': ['100', '100', '162', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T05:02:28.519772Z', '2024-11-08T15:29:12.605403Z', '2024-11-08T15:16:15.665913Z', '2024-11-08T14:51:30.926850Z', '2024-11-08T14:45:20.593303Z', '2024-11-08T14:01:01.691772Z', '2024-11-08T13:02:16.577842Z', '2024-11-08T12:47:33.790481Z', '2024-11-08T12:44:02.600561Z', '2024-11-08T12:30:09.004904Z', '2024-11-08T11:29:37.911343Z', '2024-11-08T11:21:45.024910Z', '2024-11-08T11:11:00.236029Z', '2024-11-08T11:10:15.080671Z']}"
66,1457,CyberGhosts,"{'challenge_name': ['Amacalli', 'Gergely', 'ianvzzz', 'Kattlyan', 'juarezzz_28', 'Flag shop', 'Trust in my calculator', 'Poke 1: No again please', 'XOR 2: FibMODnacci', 'T.E.G. 1: Hide and Seek', 'Git 1: Baby', 'Designer', 'Baby rev', 'Discord 1'], 'challenge_category': ['Pwn', 'Misc', 'Beginner', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Reversing', 'Misc'], 'challenge_points': ['500', '100', '257', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T01:41:31.896511Z', '2024-11-09T01:02:45.424451Z', '2024-11-08T23:31:49.111155Z', '2024-11-08T22:41:22.651380Z', '2024-11-08T21:32:06.023836Z', '2024-11-08T20:28:12.547182Z', '2024-11-08T19:53:49.698234Z', '2024-11-08T16:30:19.130952Z', '2024-11-08T13:45:34.319862Z']}"
67,1457,Intel Chips,"{'challenge_name': ['personjs', 'Poke 1: No again please', 'T.E.G. 1: Hide and Seek', 'Poke 0: Just Want a Totodile', 'XOR 2: FibMODnacci', 'Discord 1', 'Baby rev', 'Echoes of Wisdom', 'Packet Pursuit: The Forensic Odyssey', 'HTTP specialist', 'Baguette Cipher', 'Warmup', 'Git 1: Baby', 'Designer'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Crypto', 'Misc', 'Reversing', 'Beginner', 'Beginner', 'Beginner', 'Crypto', 'Pwn', 'Beginner', 'Beginner'], 'challenge_points': ['257', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T03:05:42.229784Z', '2024-11-09T02:48:18.390682Z', '2024-11-09T02:35:36.392771Z', '2024-11-08T16:15:20.463168Z', '2024-11-08T16:01:52.641267Z', '2024-11-08T15:58:39.399967Z', '2024-11-08T15:54:48.765090Z', '2024-11-08T15:51:41.738518Z', '2024-11-08T15:36:38.338693Z', '2024-11-08T15:31:56.466660Z', '2024-11-08T15:30:29.671684Z', '2024-11-08T15:20:53.765754Z', '2024-11-08T15:15:42.546040Z']}"
68,1457,BWN,"{'challenge_name': ['pij0', 'N0Juan', 'Poke 2: Can you defeat Gary?', 'XOR 2: FibMODnacci', 'Debu... what?', 'Baby rev', 'HTTP specialist', 'Read the rules', 'Trust in my calculator', 'Discord 1', 'T.E.G. 1: Hide and Seek', 'Echoes of Wisdom', 'Packet Pursuit: The Forensic Odyssey', 'Git 1: Baby', 'Designer'], 'challenge_category': ['Reversing', 'Crypto', 'Beginner', 'Reversing', 'Beginner', 'Misc', 'Misc', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['257', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T05:42:51.902805Z', '2024-11-09T05:35:15.904893Z', '2024-11-09T05:23:35.205206Z', '2024-11-09T05:21:46.209048Z', '2024-11-09T05:14:32.118408Z', '2024-11-08T16:56:55.226190Z', '2024-11-08T16:31:03.183238Z', '2024-11-08T16:00:13.265579Z', '2024-11-08T15:53:56.552769Z', '2024-11-08T15:33:38.730607Z', '2024-11-08T15:26:34.790115Z', '2024-11-08T15:12:44.489565Z', '2024-11-08T15:10:31.374494Z']}"
69,1400,NECC,"{'challenge_name': ['Archk1tsune', 'xorandor', 'muridnyament0r', 'Packet Pursuit: The Forensic Odyssey', 'Trust in my calculator', 'Debu... what?', 'Onion login', 'Baguette Cipher', 'Poke 0: Just Want a Totodile', 'HTTP specialist', 'Warmup', 'T.E.G. 1: Hide and Seek', 'Echoes of Wisdom', 'Baby rev', 'Designer', 'Discord 1', 'Git 1: Baby'], 'challenge_category': ['Beginner', 'Misc', 'Beginner', 'Beginner', 'Crypto', 'Beginner', 'Beginner', 'Pwn', 'Beginner', 'Beginner', 'Reversing', 'Beginner', 'Misc', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T14:38:43.074243Z', '2024-11-08T13:37:52.014980Z', '2024-11-08T13:01:46.685643Z', '2024-11-08T12:51:44.765946Z', '2024-11-08T12:43:32.237931Z', '2024-11-08T12:33:58.878307Z', '2024-11-08T12:16:46.341979Z', '2024-11-08T11:44:57.172774Z', '2024-11-08T11:43:44.538227Z', '2024-11-08T11:40:48.155396Z', '2024-11-08T11:30:54.843840Z', '2024-11-08T11:27:40.178782Z', '2024-11-08T11:26:10.904016Z', '2024-11-08T11:23:04.708165Z']}"
70,1400,fzhshzh,"{'challenge_name': ['fzhshzh', 'Debu... what?', 'T.E.G. 1: Hide and Seek', 'Poke 0: Just Want a Totodile', 'Warmup', 'Trust in my calculator', 'Read the rules', 'Baby rev', 'XOR 2: FibMODnacci', 'Baguette Cipher', 'Echoes of Wisdom', 'Packet Pursuit: The Forensic Odyssey', 'Git 1: Baby', 'Designer', 'Discord 1'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Pwn', 'Misc', 'Misc', 'Reversing', 'Crypto', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T08:13:03.803296Z', '2024-11-09T08:08:08.000921Z', '2024-11-09T07:57:07.811194Z', '2024-11-09T07:42:31.416132Z', '2024-11-09T07:40:23.201405Z', '2024-11-09T07:35:09.767254Z', '2024-11-09T07:18:46.450735Z', '2024-11-09T06:49:32.975219Z', '2024-11-09T06:35:46.553267Z', '2024-11-09T00:30:34.105662Z', '2024-11-09T00:11:33.132171Z', '2024-11-08T23:48:51.294857Z', '2024-11-08T23:35:35.616321Z', '2024-11-08T23:34:13.589458Z']}"
71,1300,Alexius,"{'challenge_name': ['Alexius', 'HTTP specialist', 'Poke 0: Just Want a Totodile', 'Debu... what?', 'Baguette Cipher', 'Baby rev', 'Warmup', 'Trust in my calculator', 'T.E.G. 1: Hide and Seek', 'Echoes of Wisdom', 'Packet Pursuit: The Forensic Odyssey', 'Designer', 'Git 1: Baby', 'Discord 1'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Crypto', 'Reversing', 'Pwn', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T13:47:30.698993Z', '2024-11-08T13:41:29.481943Z', '2024-11-08T13:36:55.859504Z', '2024-11-08T12:41:58.795944Z', '2024-11-08T12:33:11.998886Z', '2024-11-08T12:27:12.804717Z', '2024-11-08T12:14:47.719349Z', '2024-11-08T12:09:36.930366Z', '2024-11-08T12:01:00.205325Z', '2024-11-08T11:57:29.679680Z', '2024-11-08T11:30:38.336036Z', '2024-11-08T11:29:08.423915Z', '2024-11-08T11:25:08.419804Z']}"
72,1293,ex3x,"{'challenge_name': ['ex3x', 'PGN Encryption', 'Trust in my calculator', 'Warmup', 'Baby rev', 'Packet Pursuit: The Forensic Odyssey', 'Poke 0: Just Want a Totodile', 'Read the rules', 'Git 1: Baby', 'HTTP specialist', 'Discord 1', 'Designer'], 'challenge_category': ['Misc', 'Misc', 'Pwn', 'Reversing', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Misc', 'Beginner'], 'challenge_points': ['293', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T05:04:31.174344Z', '2024-11-09T04:04:37.037380Z', '2024-11-09T01:10:22.387056Z', '2024-11-08T14:24:29.481870Z', '2024-11-08T13:39:33.095662Z', '2024-11-08T13:25:50.544484Z', '2024-11-08T12:26:38.840606Z', '2024-11-08T12:15:05.328458Z', '2024-11-08T11:35:02.876345Z', '2024-11-08T11:08:34.232786Z', '2024-11-08T11:05:27.538555Z']}"
73,1275,12mas1,"{'challenge_name': ['Artutos', 'Enchiladas', 'Moissl', 'Trust in my calculator', 'Onion login', 'The biggest', 'Baguette Cipher', 'Baby rev', 'Discord 1', 'Echoes of Wisdom', 'HTTP specialist', 'Designer', 'Git 1: Baby'], 'challenge_category': ['Misc', 'Beginner', 'Crypto', 'Crypto', 'Reversing', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '375', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T04:59:46.888705Z', '2024-11-08T23:01:47.689866Z', '2024-11-08T17:16:45.342652Z', '2024-11-08T17:06:21.725173Z', '2024-11-08T17:02:49.667716Z', '2024-11-08T16:42:50.895586Z', '2024-11-08T14:13:13.601866Z', '2024-11-08T14:04:04.365843Z', '2024-11-08T13:58:56.311812Z', '2024-11-08T13:57:44.650218Z']}"
74,1222,cavih49215,"{'challenge_name': ['cavih49215', 'Trust in my calculator', 'Poke 2: Can you defeat Gary?', 'Baby rev', 'Warmup', 'Open Googler', 'Siem logger'], 'challenge_category': ['Misc', 'Reversing', 'Reversing', 'Pwn', 'Web', 'Web'], 'challenge_points': ['100', '257', '100', '100', '460', '205'], 'solve_time': ['2024-11-09T01:14:13.762875Z', '2024-11-09T01:10:22.401982Z', '2024-11-09T00:01:35.922783Z', '2024-11-08T23:51:54.577287Z', '2024-11-08T23:31:40.624548Z', '2024-11-08T23:07:13.470236Z']}"
75,1205,Inf1ltr4dos_InT3Rb4nK,"{'challenge_name': ['Reaper', 'R1ga', 'Serena2804', 'Andr3w_5yph3r', '4verburga', 'T.E.G. 1: Hide and Seek', 'Baguette Cipher', 'Baby rev', 'Packet Pursuit: The Forensic Odyssey', 'Trust in my calculator', 'Git 1: Baby', 'Designer', 'Onion login', 'HTTP specialist', 'Poke 0: Just Want a Totodile', 'Siem logger'], 'challenge_category': ['Beginner', 'Crypto', 'Reversing', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Web'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '205'], 'solve_time': ['2024-11-09T00:15:20.175948Z', '2024-11-08T23:25:07.642719Z', '2024-11-08T22:34:15.155328Z', '2024-11-08T21:25:47.133565Z', '2024-11-08T20:51:37.489200Z', '2024-11-08T20:33:27.525227Z', '2024-11-08T20:31:46.048364Z', '2024-11-08T20:30:37.641131Z', '2024-11-08T20:16:25.379043Z', '2024-11-08T18:47:18.602134Z', '2024-11-08T18:27:36.903673Z']}"
76,1200,PracticeTeam,"{'challenge_name': ['PracticeUser', 'Debu... what?', 'Trust in my calculator', 'Warmup', 'Packet Pursuit: The Forensic Odyssey', 'Poke 0: Just Want a Totodile', 'Read the rules', 'Baby rev', 'Echoes of Wisdom', 'HTTP specialist', 'Git 1: Baby', 'Designer', 'Discord 1'], 'challenge_category': ['Beginner', 'Misc', 'Pwn', 'Beginner', 'Beginner', 'Misc', 'Reversing', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T13:00:13.748064Z', '2024-11-08T12:43:28.557699Z', '2024-11-08T12:13:32.217024Z', '2024-11-08T12:04:10.790037Z', '2024-11-08T11:55:20.496302Z', '2024-11-08T11:51:57.128223Z', '2024-11-08T11:47:29.286235Z', '2024-11-08T11:43:06.146995Z', '2024-11-08T11:28:31.631977Z', '2024-11-08T11:23:28.714785Z', '2024-11-08T11:09:47.646935Z', '2024-11-08T11:04:28.541880Z']}"
77,1200,C0d3br34k3rs,"{'challenge_name': ['W4r10r', 'winner241', 'Onion login', 'T.E.G. 1: Hide and Seek', 'Debu... what?', 'Echoes of Wisdom', 'Trust in my calculator', 'Baby rev', 'Discord 1', 'Warmup', 'Packet Pursuit: The Forensic Odyssey', 'Git 1: Baby', 'HTTP specialist', 'Designer'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Reversing', 'Misc', 'Pwn', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T07:21:17.908967Z', '2024-11-08T23:23:56.737261Z', '2024-11-08T22:38:49.544912Z', '2024-11-08T16:23:34.674521Z', '2024-11-08T14:04:36.992691Z', '2024-11-08T13:35:30.987269Z', '2024-11-08T13:30:30.237073Z', '2024-11-08T13:15:27.067716Z', '2024-11-08T12:35:43.267376Z', '2024-11-08T11:30:19.229404Z', '2024-11-08T11:24:01.067658Z', '2024-11-08T11:09:22.451796Z']}"
78,1162,White$Lotus,"{'challenge_name': ['Jacob-Holmes', 'باطاطا مقليه', 'ghalebqa7ba', 'Trust in my calculator', 'Echoes of Wisdom', 'Onion login', 'Debu... what?', 'Poke 0: Just Want a Totodile', 'Discord 2', 'HTTP specialist', 'Baby rev', 'Git 1: Baby', 'Discord 1', 'Designer'], 'challenge_category': ['Misc', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Reversing', 'Beginner', 'Misc', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '162', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T19:13:42.980910Z', '2024-11-08T18:39:26.365534Z', '2024-11-08T17:53:23.769123Z', '2024-11-08T17:23:58.277072Z', '2024-11-08T17:14:13.266403Z', '2024-11-08T17:03:30.080836Z', '2024-11-08T17:03:01.888465Z', '2024-11-08T16:40:12.449889Z', '2024-11-08T16:20:00.239281Z', '2024-11-08T16:14:31.630438Z', '2024-11-08T16:13:11.048091Z']}"
79,1157,UNCOteam,"{'challenge_name': ['Snowden', 'Poke 1: No again please', 'Packet Pursuit: The Forensic Odyssey', 'Echoes of Wisdom', 'Trust in my calculator', 'Designer', 'HTTP specialist', 'Onion login', 'Read the rules', 'Discord 1', 'Git 1: Baby'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Misc', 'Beginner'], 'challenge_points': ['257', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T14:39:35.716020Z', '2024-11-08T13:51:29.043912Z', '2024-11-08T13:40:51.708093Z', '2024-11-08T13:17:59.089045Z', '2024-11-08T12:26:14.090642Z', '2024-11-08T12:23:40.745168Z', '2024-11-08T12:09:55.298251Z', '2024-11-08T11:26:31.495796Z', '2024-11-08T11:17:22.472054Z', '2024-11-08T11:13:15.852014Z']}"
80,1132,peepo,"{'challenge_name': ['FazeCT', 'This will make you ANGRy', 'T.E.G. 1: Hide and Seek', 'Debu... what?', 'Packet Pursuit: The Forensic Odyssey', 'Discord 1', 'Trust in my calculator', 'XOR 2: FibMODnacci', 'Baguette Cipher', 'Baby rev', 'Designer'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Beginner', 'Misc', 'Misc', 'Crypto', 'Crypto', 'Reversing', 'Beginner'], 'challenge_points': ['232', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T09:43:45.608791Z', '2024-11-09T00:23:21.739959Z', '2024-11-09T00:22:56.227277Z', '2024-11-09T00:14:08.326993Z', '2024-11-09T00:10:54.732298Z', '2024-11-09T00:06:36.655632Z', '2024-11-08T23:59:46.683142Z', '2024-11-08T23:57:11.744362Z', '2024-11-08T23:45:00.656221Z', '2024-11-08T23:43:26.843780Z']}"
81,1132,b143zz,"{'challenge_name': ['esiqqq', 'sashaMSU', 'wendy', 'Baby rev', 'T.E.G. 1: Hide and Seek', 'This will make you ANGRy', 'Debu... what?', 'Onion login', 'Packet Pursuit: The Forensic Odyssey', 'HTTP specialist', 'Git 1: Baby', 'Designer', 'Poke 0: Just Want a Totodile'], 'challenge_category': ['Reversing', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '232', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T10:39:49.438645Z', '2024-11-09T03:03:35.792202Z', '2024-11-09T02:29:52.283136Z', '2024-11-09T02:06:50.984178Z', '2024-11-09T00:57:44.596065Z', '2024-11-09T00:35:18.783621Z', '2024-11-09T00:19:40.847026Z', '2024-11-09T00:02:20.200054Z', '2024-11-08T23:22:46.876267Z', '2024-11-08T23:14:37.465668Z']}"
82,1122,UPC,"{'challenge_name': ['Kov4kzh1', 'RSA Keys', 'Discord 2', 'Echoes of Wisdom', 'Discord 1', 'Packet Pursuit: The Forensic Odyssey', 'Git 1: Baby', 'Designer'], 'challenge_category': ['Crypto', 'Misc', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['460', '162', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-09T06:41:31.252678Z', '2024-11-08T22:05:27.118498Z', '2024-11-08T21:09:42.684453Z', '2024-11-08T17:43:40.463635Z', '2024-11-08T13:46:07.177945Z', '2024-11-08T12:49:15.126418Z', '2024-11-08T12:46:17.853366Z']}"
83,1100,TuxPwners,"{'challenge_name': ['Oneko', 'h0t', 'h05am10', 'acaard', 'Debu... what?', 'T.E.G. 1: Hide and Seek', 'Echoes of Wisdom', 'Discord 1', 'Packet Pursuit: The Forensic Odyssey', 'Onion login', 'XOR 2: FibMODnacci', 'HTTP specialist', 'Git 1: Baby', 'Poke 0: Just Want a Totodile', 'Designer'], 'challenge_category': ['Beginner', 'Beginner', 'Beginner', 'Misc', 'Beginner', 'Beginner', 'Crypto', 'Beginner', 'Beginner', 'Beginner', 'Beginner'], 'challenge_points': ['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100'], 'solve_time': ['2024-11-08T21:23:34.441845Z', '2024-11-08T21:00:57.364668Z', '2024-11-08T20:27:16.388163Z', '2024-11-08T20:12:43.337609Z', '2024-11-08T19:11:36.174335Z', '2024-11-08T18:47:04.147733Z', '2024-11-08T18:46:44.081400Z', '2024-11-08T18:40:27.905227Z', '2024-11-08T18:34:25.379274Z', '2024-11-08T18:33:28.547968Z', '2024-11-08T18:26:46.852366Z']}"
